level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	780	1000	-1	
2	1	1	0	0	0	230	147	99	8	-1	
3	1	1	1	0	0	230	147	99	8	-1	
4	1	1	1	1	0	230	147	99	8	-1	
5	1	1	1	1	1	230	147	64	8	89.011391	INTERNATION
5	1	1	1	1	2	298	147	6	6	51.045303	st
5	1	1	1	1	3	311	147	18	6	14.162628	Ls
2	1	2	0	0	0	381	55	258	127	-1	
3	1	2	1	0	0	381	55	258	127	-1	
4	1	2	1	1	0	381	55	258	127	-1	
5	1	2	1	1	1	381	55	258	127	95.000000	 
2	1	3	0	0	0	322	225	28	22	-1	
3	1	3	1	0	0	322	225	28	22	-1	
4	1	3	1	1	0	322	225	28	22	-1	
5	1	3	1	1	1	322	225	28	22	95.000000	 
2	1	4	0	0	0	112	190	505	204	-1	
3	1	4	1	0	0	132	190	485	148	-1	
4	1	4	1	1	0	314	190	294	15	-1	
5	1	4	1	1	1	314	193	5	12	0.000000	:
5	1	4	1	1	2	518	194	21	9	83.283401	no.
5	1	4	1	1	3	546	190	62	15	91.069283	062920
4	1	4	1	2	0	132	246	461	12	-1	
5	1	4	1	2	1	132	250	150	8	0.000000	wdeanansnanasds
5	1	4	1	2	2	288	250	63	8	11.697380	ong
5	1	4	1	2	3	566	246	27	12	53.965321	fe
4	1	4	1	3	0	133	261	447	9	-1	
5	1	4	1	3	1	133	262	22	8	29.732735	aa
5	1	4	1	3	2	161	261	104	8	24.675583	eee
5	1	4	1	3	3	491	263	38	6	26.832901	fat
4	1	4	1	4	0	132	263	470	18	-1	
5	1	4	1	4	1	132	274	22	7	18.790924	2200
5	1	4	1	4	2	161	273	17	8	5.502281	peor
5	1	4	1	4	3	566	263	36	14	38.644310	a
4	1	4	1	5	0	132	283	121	9	-1	
5	1	4	1	5	1	132	283	121	9	11.673698	Ate
4	1	4	1	6	0	132	302	485	36	-1	
5	1	4	1	6	1	132	329	57	8	0.000000	pitesae
5	1	4	1	6	2	201	329	17	7	38.198338	i
5	1	4	1	6	3	225	328	40	8	20.179321	arte
5	1	4	1	6	4	271	328	40	7	34.386108	bor
5	1	4	1	6	5	520	323	72	15	0.000000	sess
3	1	4	2	0	0	112	328	505	66	-1	
4	1	4	2	1	0	420	328	197	23	-1	
5	1	4	2	1	1	420	331	47	20	77.706467	‘Statement
5	1	4	2	1	2	470	331	22	20	95.726990	Date:
5	1	4	2	1	3	544	328	10	22	28.888885	iy
5	1	4	2	1	4	616	334	1	4	59.983845	Ls
4	1	4	2	2	0	112	386	39	8	-1	
5	1	4	2	2	1	112	386	39	8	59.442451	=
2	1	5	0	0	0	80	415	44	13	-1	
3	1	5	1	0	0	80	415	44	13	-1	
4	1	5	1	1	0	80	415	44	13	-1	
5	1	5	1	1	1	80	415	44	13	95.000000	 
2	1	6	0	0	0	133	454	503	6	-1	
3	1	6	1	0	0	133	454	503	6	-1	
4	1	6	1	1	0	133	454	503	6	-1	
5	1	6	1	1	1	133	454	503	6	95.000000	 
2	1	7	0	0	0	135	542	161	10	-1	
3	1	7	1	0	0	135	542	161	10	-1	
4	1	7	1	1	0	135	542	161	10	-1	
5	1	7	1	1	1	135	543	17	8	91.452881	For
5	1	7	1	1	2	158	542	69	10	75.603470	professional
5	1	7	1	1	3	233	542	46	8	95.986206	services
5	1	7	1	1	4	285	543	11	6	71.200386	rv
2	1	8	0	0	0	181	544	17	6	-1	
3	1	8	1	0	0	181	544	17	6	-1	
4	1	8	1	1	0	181	544	17	6	-1	
5	1	8	1	1	1	181	544	17	6	95.000000	 
2	1	9	0	0	0	135	564	167	11	-1	
3	1	9	1	0	0	135	564	167	11	-1	
4	1	9	1	1	0	135	564	167	11	-1	
5	1	9	1	1	1	135	566	6	8	62.524597	A
5	1	9	1	1	2	146	566	34	7	81.487862	Patent
5	1	9	1	1	3	187	565	63	10	82.792908	application
5	1	9	1	1	4	256	567	16	5	90.689804	no.
5	1	9	1	1	5	280	564	22	8	0.000000	00°"
2	1	10	0	0	0	304	348	336	370	-1	
3	1	10	1	0	0	304	348	336	370	-1	
4	1	10	1	1	0	304	348	336	370	-1	
5	1	10	1	1	1	304	348	336	370	95.000000	   
2	1	11	0	0	0	136	587	183	11	-1	
3	1	11	1	0	0	136	587	183	11	-1	
4	1	11	1	1	0	136	587	183	11	-1	
5	1	11	1	1	1	136	592	5	2	66.743149	=
5	1	11	1	1	2	153	589	28	8	60.084976	Filing
5	1	11	1	1	3	193	590	6	6	79.470734	a
5	1	11	1	1	4	205	588	57	10	89.429054	requesting
5	1	11	1	1	5	269	587	16	8	86.867798	for
5	1	11	1	1	6	291	589	11	6	75.487396	an
5	1	11	1	1	7	316	590	3	4	7.815971	0
2	1	12	0	0	0	132	606	250	97	-1	
3	1	12	1	0	0	132	606	250	97	-1	
4	1	12	1	1	0	132	606	250	97	-1	
5	1	12	1	1	1	132	606	250	97	95.000000	  
2	1	13	0	0	0	428	740	77	15	-1	
3	1	13	1	0	0	428	740	77	15	-1	
4	1	13	1	1	0	428	740	77	15	-1	
5	1	13	1	1	1	428	740	77	15	95.000000	 
2	1	14	0	0	0	315	742	295	19	-1	
3	1	14	1	0	0	315	742	295	19	-1	
4	1	14	1	1	0	315	742	295	19	-1	
5	1	14	1	1	1	315	755	2	4	14.940331	,
5	1	14	1	1	2	503	748	2	2	0.000000	6
5	1	14	1	1	3	582	742	28	19	27.693924	58
2	1	15	0	0	0	146	756	224	44	-1	
3	1	15	1	0	0	147	757	223	34	-1	
4	1	15	1	1	0	147	757	148	18	-1	
5	1	15	1	1	1	147	761	8	14	49.452019	Yop
5	1	15	1	1	2	201	761	26	9	42.045113	ot,
5	1	15	1	1	3	243	759	18	13	57.951691	BR
5	1	15	1	1	4	277	757	18	13	28.598099	oT
4	1	15	1	2	0	146	756	224	44	-1	
5	1	15	1	2	1	146	756	28	44	41.482811	(pt
5	1	15	1	2	2	205	775	60	16	0.000000	e059
5	1	15	1	2	3	275	778	22	8	36.187687	smn
5	1	15	1	2	4	313	774	19	10	20.964417	oT
5	1	15	1	2	5	343	772	27	10	0.000000	/Pht
2	1	16	0	0	0	326	784	96	40	-1	
3	1	16	1	0	0	326	784	96	40	-1	
4	1	16	1	1	0	326	784	96	24	-1	
5	1	16	1	1	1	326	784	96	24	95.000000	 
4	1	16	1	2	0	326	808	37	16	-1	
5	1	16	1	2	1	326	808	37	16	95.000000	 
2	1	17	0	0	0	108	786	198	27	-1	
3	1	17	1	0	0	108	786	198	27	-1	
4	1	17	1	1	0	108	786	198	27	-1	
5	1	17	1	1	1	108	790	16	19	19.641220	OM
5	1	17	1	1	2	161	786	14	26	48.423214	A
5	1	17	1	1	3	196	791	36	22	10.522888	pnb
5	1	17	1	1	4	239	787	67	18	0.000000	Coumallrs
2	1	18	0	0	0	38	792	33	23	-1	
3	1	18	1	0	0	38	792	33	23	-1	
4	1	18	1	1	0	38	792	33	23	-1	
5	1	18	1	1	1	38	792	33	23	95.000000	 
2	1	19	0	0	0	146	805	492	7	-1	
3	1	19	1	0	0	146	805	492	7	-1	
4	1	19	1	1	0	146	805	492	7	-1	
5	1	19	1	1	1	146	805	492	7	95.000000	 
2	1	20	0	0	0	320	809	3	2	-1	
3	1	20	1	0	0	320	809	3	2	-1	
4	1	20	1	1	0	320	809	3	2	-1	
5	1	20	1	1	1	320	809	3	2	95.000000	 
2	1	21	0	0	0	317	809	300	20	-1	
3	1	21	1	0	0	317	809	300	20	-1	
4	1	21	1	1	0	317	809	173	13	-1	
5	1	21	1	1	1	317	814	22	8	51.972115	Sia,
5	1	21	1	1	2	350	809	16	12	34.557693	000
5	1	21	1	1	3	371	802	24	28	13.617867	50.
5	1	21	1	1	4	404	802	47	28	0.000000	vATEMENT
5	1	21	1	1	5	457	802	33	28	95.000610	PERIOD
4	1	21	1	2	0	577	820	40	9	-1	
5	1	21	1	2	1	577	820	40	9	74.962769	$101.66
2	1	22	0	0	0	311	833	328	101	-1	
3	1	22	1	0	0	311	833	328	101	-1	
4	1	22	1	1	0	405	833	233	16	-1	
5	1	22	1	1	1	405	837	140	12	0.000000	Ss
5	1	22	1	1	2	546	833	92	6	21.043076	es
4	1	22	1	2	0	589	854	17	8	-1	
5	1	22	1	2	1	589	854	17	8	0.000000	*
4	1	22	1	3	0	514	880	125	31	-1	
5	1	22	1	3	1	514	880	22	18	33.077789	7
5	1	22	1	3	2	546	880	93	31	45.126160	a
4	1	22	1	4	0	311	896	306	38	-1	
5	1	22	1	4	1	311	931	14	3	44.426315	a
5	1	22	1	4	2	526	896	14	24	66.485672	CF
5	1	22	1	4	3	595	916	22	7	22.590569	as
2	1	23	0	0	0	544	456	3	470	-1	
3	1	23	1	0	0	544	456	3	470	-1	
4	1	23	1	1	0	544	456	3	470	-1	
5	1	23	1	1	1	544	456	3	470	95.000000	 
2	1	24	0	0	0	313	897	54	22	-1	
3	1	24	1	0	0	313	897	54	22	-1	
4	1	24	1	1	0	313	897	54	22	-1	
5	1	24	1	1	1	313	897	54	22	95.000000	 
2	1	25	0	0	0	462	961	94	13	-1	
3	1	25	1	0	0	462	961	94	13	-1	
4	1	25	1	1	0	462	961	94	13	-1	
5	1	25	1	1	1	462	961	94	13	83.852615	682333685
2	1	26	0	0	0	622	989	15	10	-1	
3	1	26	1	0	0	622	989	15	10	-1	
4	1	26	1	1	0	622	989	15	10	-1	
5	1	26	1	1	1	622	989	15	10	95.000000	 
