level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	757	1000	-1	
2	1	1	0	0	0	233	0	524	3	-1	
3	1	1	1	0	0	233	0	524	3	-1	
4	1	1	1	1	0	233	0	524	3	-1	
5	1	1	1	1	1	233	0	524	3	95.000000	 
2	1	2	0	0	0	270	29	480	66	-1	
3	1	2	1	0	0	270	29	480	66	-1	
4	1	2	1	1	0	270	29	480	66	-1	
5	1	2	1	1	1	270	29	480	66	95.000000	 
2	1	3	0	0	0	568	117	33	10	-1	
3	1	3	1	0	0	568	117	33	10	-1	
4	1	3	1	1	0	568	117	33	10	-1	
5	1	3	1	1	1	568	117	33	10	95.000000	 
2	1	4	0	0	0	205	166	271	14	-1	
3	1	4	1	0	0	205	166	271	14	-1	
4	1	4	1	1	0	205	166	271	14	-1	
5	1	4	1	1	1	205	168	4	7	0.000000	:
5	1	4	1	1	2	263	166	23	13	45.752060	“BAB
5	1	4	1	1	3	290	169	28	10	93.218353	PARK
5	1	4	1	1	4	322	169	26	11	68.004257	AVE,,
5	1	4	1	1	5	353	169	25	10	96.579300	NEW
5	1	4	1	1	6	381	170	32	10	90.388824	YORK,
5	1	4	1	1	7	417	170	21	9	61.002163	N.Y.
5	1	4	1	1	8	442	169	34	10	87.159462	10017
2	1	5	0	0	0	196	206	465	7	-1	
3	1	5	1	0	0	196	206	465	7	-1	
4	1	5	1	1	0	196	206	465	7	-1	
5	1	5	1	1	1	196	206	465	7	95.000000	 
2	1	6	0	0	0	196	208	465	3	-1	
3	1	6	1	0	0	196	208	465	3	-1	
4	1	6	1	1	0	196	208	465	3	-1	
5	1	6	1	1	1	196	208	465	3	95.000000	 
2	1	7	0	0	0	196	207	465	7	-1	
3	1	7	1	0	0	196	207	465	7	-1	
4	1	7	1	1	0	196	207	465	7	-1	
5	1	7	1	1	1	196	207	465	7	95.000000	 
2	1	8	0	0	0	196	209	465	3	-1	
3	1	8	1	0	0	196	209	465	3	-1	
4	1	8	1	1	0	196	209	465	3	-1	
5	1	8	1	1	1	196	209	465	3	95.000000	 
2	1	9	0	0	0	196	209	465	3	-1	
3	1	9	1	0	0	196	209	465	3	-1	
4	1	9	1	1	0	196	209	465	3	-1	
5	1	9	1	1	1	196	209	465	3	95.000000	 
2	1	10	0	0	0	196	236	528	7	-1	
3	1	10	1	0	0	196	236	528	7	-1	
4	1	10	1	1	0	196	236	528	7	-1	
5	1	10	1	1	1	196	236	528	7	95.000000	 
2	1	11	0	0	0	196	236	529	7	-1	
3	1	11	1	0	0	196	236	529	7	-1	
4	1	11	1	1	0	196	236	529	7	-1	
5	1	11	1	1	1	196	236	529	7	95.000000	 
2	1	12	0	0	0	196	239	528	3	-1	
3	1	12	1	0	0	196	239	528	3	-1	
4	1	12	1	1	0	196	239	528	3	-1	
5	1	12	1	1	1	196	239	528	3	95.000000	 
2	1	13	0	0	0	196	237	528	8	-1	
3	1	13	1	0	0	196	237	528	8	-1	
4	1	13	1	1	0	196	237	528	8	-1	
5	1	13	1	1	1	196	237	528	8	95.000000	 
2	1	14	0	0	0	196	242	528	3	-1	
3	1	14	1	0	0	196	242	528	3	-1	
4	1	14	1	1	0	196	242	528	3	-1	
5	1	14	1	1	1	196	242	528	3	95.000000	 
2	1	15	0	0	0	196	258	438	3	-1	
3	1	15	1	0	0	196	258	438	3	-1	
4	1	15	1	1	0	196	258	438	3	-1	
5	1	15	1	1	1	196	258	438	3	95.000000	 
2	1	16	0	0	0	207	273	517	3	-1	
3	1	16	1	0	0	207	273	517	3	-1	
4	1	16	1	1	0	207	273	517	3	-1	
5	1	16	1	1	1	207	273	517	3	95.000000	 
2	1	17	0	0	0	196	288	528	3	-1	
3	1	17	1	0	0	196	288	528	3	-1	
4	1	17	1	1	0	196	288	528	3	-1	
5	1	17	1	1	1	196	288	528	3	95.000000	 
2	1	18	0	0	0	196	303	528	3	-1	
3	1	18	1	0	0	196	303	528	3	-1	
4	1	18	1	1	0	196	303	528	3	-1	
5	1	18	1	1	1	196	303	528	3	95.000000	 
2	1	19	0	0	0	195	318	529	3	-1	
3	1	19	1	0	0	195	318	529	3	-1	
4	1	19	1	1	0	195	318	529	3	-1	
5	1	19	1	1	1	195	318	529	3	95.000000	 
2	1	20	0	0	0	66	314	33	27	-1	
3	1	20	1	0	0	66	314	33	27	-1	
4	1	20	1	1	0	66	314	33	27	-1	
5	1	20	1	1	1	66	314	33	27	95.000000	 
2	1	21	0	0	0	195	333	529	4	-1	
3	1	21	1	0	0	195	333	529	4	-1	
4	1	21	1	1	0	195	333	529	4	-1	
5	1	21	1	1	1	195	333	529	4	95.000000	 
2	1	22	0	0	0	195	348	529	4	-1	
3	1	22	1	0	0	195	348	529	4	-1	
4	1	22	1	1	0	195	348	529	4	-1	
5	1	22	1	1	1	195	348	529	4	95.000000	 
2	1	23	0	0	0	195	363	529	4	-1	
3	1	23	1	0	0	195	363	529	4	-1	
4	1	23	1	1	0	195	363	529	4	-1	
5	1	23	1	1	1	195	363	529	4	95.000000	 
2	1	24	0	0	0	195	209	2	187	-1	
3	1	24	1	0	0	195	209	2	187	-1	
4	1	24	1	1	0	195	209	2	187	-1	
5	1	24	1	1	1	195	209	2	187	95.000000	 
2	1	25	0	0	0	201	379	523	3	-1	
3	1	25	1	0	0	201	379	523	3	-1	
4	1	25	1	1	0	201	379	523	3	-1	
5	1	25	1	1	1	201	379	523	3	95.000000	 
2	1	26	0	0	0	329	213	4	183	-1	
3	1	26	1	0	0	329	213	4	183	-1	
4	1	26	1	1	0	329	213	4	183	-1	
5	1	26	1	1	1	329	213	4	183	95.000000	 
2	1	27	0	0	0	338	213	2	183	-1	
3	1	27	1	0	0	338	213	2	183	-1	
4	1	27	1	1	0	338	213	2	183	-1	
5	1	27	1	1	1	338	213	2	183	95.000000	 
2	1	28	0	0	0	249	243	2	153	-1	
3	1	28	1	0	0	249	243	2	153	-1	
4	1	28	1	1	0	249	243	2	153	-1	
5	1	28	1	1	1	249	243	2	153	95.000000	 
2	1	29	0	0	0	258	258	2	138	-1	
3	1	29	1	0	0	258	258	2	138	-1	
4	1	29	1	1	0	258	258	2	138	-1	
5	1	29	1	1	1	258	258	2	138	95.000000	 
2	1	30	0	0	0	472	213	2	184	-1	
3	1	30	1	0	0	472	213	2	184	-1	
4	1	30	1	1	0	472	213	2	184	-1	
5	1	30	1	1	1	472	213	2	184	95.000000	 
2	1	31	0	0	0	481	213	2	184	-1	
3	1	31	1	0	0	481	213	2	184	-1	
4	1	31	1	1	0	481	213	2	184	-1	
5	1	31	1	1	1	481	213	2	184	95.000000	 
2	1	32	0	0	0	578	213	3	184	-1	
3	1	32	1	0	0	578	213	3	184	-1	
4	1	32	1	1	0	578	213	3	184	-1	
5	1	32	1	1	1	578	213	3	184	95.000000	 
2	1	33	0	0	0	195	394	529	4	-1	
3	1	33	1	0	0	195	394	529	4	-1	
4	1	33	1	1	0	195	394	529	4	-1	
5	1	33	1	1	1	195	394	529	4	95.000000	 
2	1	34	0	0	0	0	511	2	469	-1	
3	1	34	1	0	0	0	511	2	469	-1	
4	1	34	1	1	0	0	511	2	469	-1	
5	1	34	1	1	1	0	511	2	469	95.000000	 
2	1	35	0	0	0	496	437	244	11	-1	
3	1	35	1	0	0	496	437	244	11	-1	
4	1	35	1	1	0	496	437	244	11	-1	
5	1	35	1	1	1	496	437	244	11	95.000000	 
2	1	36	0	0	0	587	213	3	201	-1	
3	1	36	1	0	0	587	213	3	201	-1	
4	1	36	1	1	0	587	213	3	201	-1	
5	1	36	1	1	1	587	213	3	201	95.000000	 
2	1	37	0	0	0	186	191	537	221	-1	
3	1	37	1	0	0	186	191	537	221	-1	
4	1	37	1	1	0	186	191	537	29	-1	
5	1	37	1	1	1	186	194	2	3	0.000000	‘
5	1	37	1	1	2	200	200	46	11	2.077324	O8318:
5	1	37	1	1	3	417	191	21	29	81.091965	03.
5	1	37	1	1	4	650	202	73	13	53.144821	01/28/20,
4	1	37	1	2	0	208	211	482	29	-1	
5	1	37	1	2	1	208	219	31	16	10.297050	voce
5	1	37	1	2	2	253	219	4	7	0.000000	7
5	1	37	1	2	3	266	219	61	16	8.597305	PRESEATON
5	1	37	1	2	4	369	211	31	28	0.000000	‘aRoss
5	1	37	1	2	5	406	211	36	28	9.279572	ANOUNT
5	1	37	1	2	6	487	212	45	28	0.000000	‘O'SCOUNT
5	1	37	1	2	7	536	212	38	28	90.150711	AMOUNT
5	1	37	1	2	8	619	212	19	28	12.906372	NET
5	1	37	1	2	9	640	220	50	16	66.831787	AMOUNT
5	1	37	1	2	10	681	212	13	28	90.386505	OF
4	1	37	1	3	0	256	240	467	29	-1	
5	1	37	1	3	1	256	240	83	29	0.000000	Jois22/86)
5	1	37	1	3	2	378	240	95	29	33.904121	1083432.00
5	1	37	1	3	3	560	250	16	9	59.003273	0
5	1	37	1	3	4	633	250	90	11	51.069092	10824324001
4	1	37	1	4	0	228	401	114	11	-1	
5	1	37	1	4	1	228	401	27	11	95.048820	NOT
5	1	37	1	4	2	260	401	82	11	95.048820	NEGOTIABLE
2	1	38	0	0	0	723	210	2	203	-1	
3	1	38	1	0	0	723	210	2	203	-1	
4	1	38	1	1	0	723	210	2	203	-1	
5	1	38	1	1	1	723	210	2	203	95.000000	 
2	1	39	0	0	0	587	411	137	3	-1	
3	1	39	1	0	0	587	411	137	3	-1	
4	1	39	1	1	0	587	411	137	3	-1	
5	1	39	1	1	1	587	411	137	3	95.000000	 
