level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	762	1000	-1	
2	1	1	0	0	0	109	239	259	16	-1	
3	1	1	1	0	0	109	239	259	16	-1	
4	1	1	1	1	0	109	239	259	16	-1	
5	1	1	1	1	1	109	242	25	13	38.920052	‘igi
5	1	1	1	1	2	138	242	43	11	91.269737	Bates
5	1	1	1	1	3	185	244	9	8	38.749050	8.
5	1	1	1	1	4	198	244	62	10	0.000000	company.
5	1	1	1	1	5	263	243	20	8	0.000000	inc
5	1	1	1	1	6	286	239	82	15	70.545265	/advertising
2	1	2	0	0	0	89	288	273	12	-1	
3	1	2	1	0	0	89	288	273	12	-1	
4	1	2	1	1	0	89	288	273	12	-1	
5	1	2	1	1	1	89	292	35	8	0.000000	eCtENT
5	1	2	1	1	2	136	292	11	7	18.490189	eM
5	1	2	1	1	3	178	291	29	7	59.889015	BROWN
5	1	2	1	1	4	215	291	4	6	43.540672	&
5	1	2	1	1	5	226	290	59	8	72.162926	MILLTAMSON
5	1	2	1	1	6	291	289	41	7	68.601936	TOBACCO
5	1	2	1	1	7	339	288	23	7	84.917328	CORP
2	1	3	0	0	0	107	301	94	10	-1	
3	1	3	1	0	0	107	301	94	10	-1	
4	1	3	1	1	0	107	301	94	10	-1	
5	1	3	1	1	1	107	302	23	8	5.022568	ouer
5	1	3	1	1	2	136	302	11	7	48.561192	KL
5	1	3	1	1	3	177	301	24	10	36.645771	KOO
2	1	4	0	0	0	89	311	267	36	-1	
3	1	4	1	0	0	89	311	267	36	-1	
4	1	4	1	1	0	89	311	154	9	-1	
5	1	4	1	1	1	89	313	29	7	41.439823	neta
5	1	4	1	1	2	136	312	5	7	25.363022	PY
5	1	4	1	1	3	178	311	28	8	35.956535	BRINE
5	1	4	1	1	4	215	311	28	7	27.504944	PROD
4	1	4	1	2	0	89	320	208	10	-1	
5	1	4	1	2	1	89	323	17	7	11.847412	ee.’
5	1	4	1	2	2	137	322	35	7	21.324478	besezz
5	1	4	1	2	3	178	320	82	8	9.623230	BLACK/HESPAKIC,
5	1	4	1	2	4	268	320	29	7	76.183670	SHOOT
4	1	4	1	3	0	89	328	267	19	-1	
5	1	4	1	3	1	89	333	47	7	8.100677	EStamare”
5	1	4	1	3	2	143	319	22	32	1.348076	wong
5	1	4	1	3	3	168	331	16	8	1.348076	ee
5	1	4	1	3	4	190	330	71	17	0.000000	KoMTSE
5	1	4	1	3	5	229	319	11	32	0.000000	=D
5	1	4	1	3	6	247	319	28	32	0.000000	2RL_
5	1	4	1	3	7	280	328	76	9	0.000000	PRINT/OUTDODE,
2	1	5	0	0	0	89	340	130	10	-1	
3	1	5	1	0	0	89	340	130	10	-1	
4	1	5	1	1	0	89	340	130	10	-1	
5	1	5	1	1	1	89	343	22	7	0.000000	OsT
5	1	5	1	1	2	119	342	30	7	26.761688	EASED
5	1	5	1	1	3	155	342	11	7	50.768974	ON
5	1	5	1	1	4	173	340	46	9	1.661949	A_SODRY
5	1	5	1	1	5	218	330	5	28	38.116383	|
2	1	6	0	0	0	89	349	238	21	-1	
3	1	6	1	0	0	89	349	238	21	-1	
4	1	6	1	1	0	89	349	238	11	-1	
5	1	6	1	1	1	89	352	70	8	72.628532	PHOTOGRAPHS,
5	1	6	1	1	2	168	352	22	7	87.538475	OVER
5	1	6	1	1	3	198	351	16	8	74.970345	105
