level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	762	1000	-1	
2	1	1	0	0	0	150	225	261	16	-1	
3	1	1	1	0	0	150	225	261	16	-1	
4	1	1	1	1	0	150	225	261	16	-1	
5	1	1	1	1	1	150	225	28	16	85.136459	‘Ted
5	1	1	1	1	2	179	225	45	14	0.000000	Bes8
5	1	1	1	1	3	227	228	9	8	83.330490	8.
5	1	1	1	1	4	239	228	64	11	91.275017	company,
5	1	1	1	1	5	307	229	19	8	92.369835	inc
5	1	1	1	1	6	330	226	35	15	40.314121	adv
5	1	1	1	1	7	371	229	40	11	40.416023	*tising
2	1	2	0	0	0	131	265	192	29	-1	
3	1	2	1	0	0	131	265	192	29	-1	
4	1	2	1	1	0	131	265	192	9	-1	
5	1	2	1	1	1	131	265	52	7	19.350525	erent
5	1	2	1	1	2	209	266	114	8	0.000000	pRoDWEeTIUN
4	1	2	1	2	0	162	286	136	8	-1	
5	1	2	1	2	1	162	286	11	6	47.022011	Ye
5	1	2	1	2	2	192	287	28	6	0.000000	ohuien
5	1	2	1	2	3	227	287	4	6	43.420219	6
5	1	2	1	2	4	240	287	21	6	28.843910	PELL
5	1	2	1	2	5	265	287	33	7	0.000000	Fansam
2	1	3	0	0	0	131	336	227	9	-1	
3	1	3	1	0	0	131	336	227	9	-1	
4	1	3	1	1	0	131	336	227	9	-1	
5	1	3	1	1	1	131	336	22	7	19.705414	Dion
5	1	3	1	1	2	162	337	26	6	0.000000	eGie
5	1	3	1	1	3	192	337	22	7	18.096695	INES
5	1	3	1	1	4	222	337	21	7	45.344158	1874
5	1	3	1	1	5	250	338	59	7	26.441689	ADIETIONAL
5	1	3	1	1	6	317	338	41	7	0.000000	eLLLINS
2	1	4	0	0	0	131	346	86	8	-1	
3	1	4	1	0	0	131	346	86	8	-1	
4	1	4	1	1	0	131	346	86	8	-1	
5	1	4	1	1	1	131	334	16	28	2.664787	SST
5	1	4	1	1	2	155	347	10	5	38.391884	RN
5	1	4	1	1	3	185	347	32	7	9.359970	Bra
5	1	4	1	1	4	211	334	10	28	41.133709	Sk
2	1	5	0	0	0	348	267	75	8	-1	
3	1	5	1	0	0	348	267	75	8	-1	
4	1	5	1	1	0	348	267	75	8	-1	
5	1	5	1	1	1	348	267	75	8	9.150887	riveree
2	1	6	0	0	0	482	269	129	38	-1	
3	1	6	1	0	0	482	269	129	38	-1	
4	1	6	1	1	0	492	269	101	7	-1	
5	1	6	1	1	1	492	269	35	7	0.000000	av/4ou
5	1	6	1	1	2	534	269	11	7	46.323666	0.
5	1	6	1	1	3	558	272	6	1	78.656387	~
5	1	6	1	1	4	571	269	22	7	72.103157	4250
4	1	6	1	2	0	482	278	129	8	-1	
5	1	6	1	2	1	482	278	37	7	16.641205	IWOTEE
5	1	6	1	2	2	529	279	21	7	47.640068	CAE
5	1	6	1	2	3	557	267	8	28	71.749023	=
5	1	6	1	2	4	571	279	40	7	0.000000	08/50/1
4	1	6	1	3	0	505	289	94	8	-1	
5	1	6	1	3	1	505	289	21	7	52.530396	cre
5	1	6	1	3	2	534	289	16	7	66.439796	WE
5	1	6	1	3	3	558	292	5	1	48.041195	=
5	1	6	1	3	4	570	289	29	8	14.270660	v9/os
4	1	6	1	4	0	488	299	111	8	-1	
5	1	6	1	4	1	488	299	38	8	32.931030	TWVOILE
5	1	6	1	4	2	534	300	11	7	21.625397	NO.
5	1	6	1	4	3	558	302	5	2	63.767818	=
5	1	6	1	4	4	570	300	29	7	58.514805	09834
2	1	7	0	0	0	510	319	58	7	-1	
3	1	7	1	0	0	510	319	58	7	-1	
4	1	7	1	1	0	510	319	58	7	-1	
5	1	7	1	1	1	510	319	22	7	47.695957	pace
5	1	7	1	1	2	564	320	4	6	37.091148	a
2	1	8	0	0	0	373	338	93	8	-1	
3	1	8	1	0	0	373	338	93	8	-1	
4	1	8	1	1	0	373	338	93	8	-1	
5	1	8	1	1	1	373	338	9	7	63.215809	Fo
5	1	8	1	1	2	390	338	16	7	34.289520	Wai
5	1	8	1	1	3	415	338	15	7	0.000000	IW
5	1	8	1	1	4	437	339	29	7	51.416328	6-619
2	1	9	0	0	0	115	362	498	7	-1	
3	1	9	1	0	0	115	362	498	7	-1	
4	1	9	1	1	0	115	362	498	7	-1	
5	1	9	1	1	1	115	362	498	7	95.000000	 
2	1	10	0	0	0	133	376	194	9	-1	
3	1	10	1	0	0	133	376	194	9	-1	
4	1	10	1	1	0	133	376	194	9	-1	
5	1	10	1	1	1	133	376	43	8	8.584122	wevite
5	1	10	1	1	2	202	377	16	7	56.451538	car
5	1	10	1	1	3	244	377	28	7	34.911163	foun
5	1	10	1	1	4	287	377	40	8	33.276291	Setcuaste
2	1	11	0	0	0	341	378	75	7	-1	
3	1	11	1	0	0	341	378	75	7	-1	
4	1	11	1	1	0	341	378	75	7	-1	
5	1	11	1	1	1	341	378	27	7	8.327446	Cowrrss
5	1	11	1	1	2	372	378	44	7	41.865234	1061
2	1	12	0	0	0	534	370	79	27	-1	
3	1	12	1	0	0	534	370	79	27	-1	
4	1	12	1	1	0	534	370	75	7	-1	
5	1	12	1	1	1	534	370	23	7	16.745872	Ease
5	1	12	1	1	2	564	370	45	7	0.000000	oTScoUNT
4	1	12	1	2	0	535	380	78	7	-1	
5	1	12	1	2	1	535	380	34	7	0.000000	Itneneo
5	1	12	1	2	2	577	380	10	7	24.509529	1
5	1	12	1	2	3	593	380	20	7	61.785324	PAL
4	1	12	1	3	0	534	389	64	8	-1	
5	1	12	1	3	1	534	389	9	7	61.106068	lor"
5	1	12	1	3	2	552	390	16	7	42.023895	ve
5	1	12	1	3	3	575	390	23	7	32.788208	oare.
2	1	13	0	0	0	115	393	496	6	-1	
3	1	13	1	0	0	115	393	496	6	-1	
4	1	13	1	1	0	115	393	496	6	-1	
5	1	13	1	1	1	115	393	496	6	95.000000	 
2	1	14	0	0	0	197	407	112	18	-1	
3	1	14	1	0	0	197	407	112	18	-1	
4	1	14	1	1	0	197	407	112	8	-1	
5	1	14	1	1	1	197	407	28	7	43.994057	amas
5	1	14	1	1	2	299	408	10	7	15.492493	a
4	1	14	1	2	0	198	417	111	8	-1	
5	1	14	1	2	1	198	417	27	7	25.363327	ora
5	1	14	1	2	2	300	418	9	7	34.718132	6
2	1	15	0	0	0	199	426	110	28	-1	
3	1	15	1	0	0	199	426	110	28	-1	
4	1	15	1	1	0	199	426	110	28	-1	
5	1	15	1	1	1	199	426	32	28	12.081306	rats
5	1	15	1	1	2	299	438	10	7	42.178230	be
2	1	16	0	0	0	236	449	5	316	-1	
3	1	16	1	0	0	236	449	5	316	-1	
4	1	16	1	1	0	236	449	5	316	-1	
5	1	16	1	1	1	236	449	5	316	95.000000	 
2	1	17	0	0	0	238	449	3	316	-1	
3	1	17	1	0	0	238	449	3	316	-1	
4	1	17	1	1	0	238	449	3	316	-1	
5	1	17	1	1	1	238	449	3	316	95.000000	 
2	1	18	0	0	0	335	442	4	368	-1	
3	1	18	1	0	0	335	442	4	368	-1	
4	1	18	1	1	0	335	442	4	368	-1	
5	1	18	1	1	1	335	442	4	368	95.000000	 
2	1	19	0	0	0	395	418	10	7	-1	
3	1	19	1	0	0	395	418	10	7	-1	
4	1	19	1	1	0	395	418	10	7	-1	
5	1	19	1	1	1	395	418	10	7	36.524601	%
2	1	20	0	0	0	383	439	22	7	-1	
3	1	20	1	0	0	383	439	22	7	-1	
4	1	20	1	1	0	383	439	22	7	-1	
5	1	20	1	1	1	383	439	22	7	36.683193	aa
2	1	21	0	0	0	351	822	57	7	-1	
3	1	21	1	0	0	351	822	57	7	-1	
4	1	21	1	1	0	351	822	57	7	-1	
5	1	21	1	1	1	351	822	28	7	5.847565	Tora
5	1	21	1	1	2	387	822	21	7	22.522079	cru
2	1	22	0	0	0	538	401	76	35	-1	
3	1	22	1	0	0	538	401	76	35	-1	
4	1	22	1	1	0	538	401	76	22	-1	
5	1	22	1	1	1	538	403	33	15	30.577271	Tak
5	1	22	1	1	2	577	401	37	22	36.496334	Cog
4	1	22	1	2	0	554	420	56	16	-1	
5	1	22	1	2	1	554	420	56	16	0.000000	Qrodstc.
2	1	23	0	0	0	432	366	5	366	-1	
3	1	23	1	0	0	432	366	5	366	-1	
4	1	23	1	1	0	432	366	5	366	-1	
5	1	23	1	1	1	432	366	5	366	95.000000	 
2	1	24	0	0	0	435	823	82	7	-1	
3	1	24	1	0	0	435	823	82	7	-1	
4	1	24	1	1	0	435	823	82	7	-1	
5	1	24	1	1	1	435	823	22	7	21.935310	(css
5	1	24	1	1	2	465	823	23	7	0.000000	casw
5	1	24	1	1	3	495	823	22	7	25.169670	cise
2	1	25	0	0	0	529	367	5	469	-1	
3	1	25	1	0	0	529	367	5	469	-1	
4	1	25	1	1	0	529	367	5	469	-1	
5	1	25	1	1	1	529	367	5	469	95.000000	 
2	1	26	0	0	0	114	853	456	5	-1	
3	1	26	1	0	0	114	853	456	5	-1	
4	1	26	1	1	0	114	853	456	5	-1	
5	1	26	1	1	1	114	853	456	5	95.000000	 
2	1	27	0	0	0	0	0	682	972	-1	
3	1	27	1	0	0	0	0	682	972	-1	
4	1	27	1	1	0	0	0	682	972	-1	
5	1	27	1	1	1	0	0	682	972	95.000000	 
