level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	762	1000	-1	
2	1	1	0	0	0	0	0	358	7	-1	
3	1	1	1	0	0	0	0	358	7	-1	
4	1	1	1	1	0	0	0	358	7	-1	
5	1	1	1	1	1	0	0	358	7	95.000000	 
2	1	2	0	0	0	41	190	81	22	-1	
3	1	2	1	0	0	41	190	81	22	-1	
4	1	2	1	1	0	41	190	81	22	-1	
5	1	2	1	1	1	41	190	81	22	96.154518	Clarion
2	1	3	0	0	0	354	0	330	4	-1	
3	1	3	1	0	0	354	0	330	4	-1	
4	1	3	1	1	0	354	0	330	4	-1	
5	1	3	1	1	1	354	0	330	4	95.000000	 
2	1	4	0	0	0	476	33	153	31	-1	
3	1	4	1	0	0	476	33	153	31	-1	
4	1	4	1	1	0	476	33	153	10	-1	
5	1	4	1	1	1	476	33	29	7	39.723320	Clarina
5	1	4	1	1	2	508	33	39	7	18.170097	Meeting
5	1	4	1	1	3	551	34	12	7	34.073784	td
5	1	4	1	1	4	566	34	63	7	0.000000	Gatamicstinoe
4	1	4	1	2	0	477	45	85	7	-1	
5	1	4	1	2	1	477	45	13	7	29.516464	Ba
5	1	4	1	2	2	493	45	46	7	10.858925	Beeherwek
5	1	4	1	2	3	543	46	19	6	69.666550	Read
4	1	4	1	3	0	476	57	115	7	-1	
5	1	4	1	3	1	476	57	43	7	45.476986	ever
5	1	4	1	3	2	522	57	45	7	0.000000	Conner
5	1	4	1	3	3	571	58	20	6	35.589172	O88
2	1	5	0	0	0	476	80	122	8	-1	
3	1	5	1	0	0	476	80	122	8	-1	
4	1	5	1	1	0	476	80	122	8	-1	
5	1	5	1	1	1	476	80	48	8	49.327919	208551360
5	1	5	1	1	2	528	81	17	7	74.640999	FAX:
5	1	5	1	1	3	551	80	47	8	38.582592	208520186
2	1	6	0	0	0	483	152	6	92	-1	
3	1	6	1	0	0	483	152	6	92	-1	
4	1	6	1	1	0	483	152	6	92	-1	
5	1	6	1	1	1	483	152	6	92	95.000000	 
2	1	7	0	0	0	408	253	201	11	-1	
3	1	7	1	0	0	408	253	201	11	-1	
4	1	7	1	1	0	408	253	201	11	-1	
5	1	7	1	1	1	408	253	201	11	95.000000	 
2	1	8	0	0	0	170	30	248	246	-1	
3	1	8	1	0	0	174	30	244	47	-1	
4	1	8	1	1	0	174	30	128	11	-1	
5	1	8	1	1	1	174	30	42	11	34.915886	Invoice
5	1	8	1	1	2	265	34	37	7	9.348450	teni'b:
4	1	8	1	2	0	265	45	153	9	-1	
5	1	8	1	2	1	265	45	87	9	45.534176	(aking
5	1	8	1	2	2	355	45	63	7	35.145500	Cama
4	1	8	1	3	0	265	57	57	7	-1	
5	1	8	1	3	1	265	57	13	7	36.260208	PO.
5	1	8	1	3	2	300	58	22	6	48.755966	is
4	1	8	1	4	0	265	69	68	8	-1	
5	1	8	1	4	1	265	69	28	8	41.908226	Drew,
5	1	8	1	4	2	297	69	36	7	25.611824	Mt
3	1	8	2	0	0	171	178	109	12	-1	
4	1	8	2	1	0	171	178	109	12	-1	
5	1	8	2	1	1	171	178	58	12	94.000473	September
5	1	8	2	1	2	234	179	14	11	95.537971	28,
5	1	8	2	1	3	254	179	26	10	81.681641	1963
3	1	8	3	0	0	171	208	78	18	-1	
4	1	8	3	1	0	171	208	78	18	-1	
5	1	8	3	1	1	171	214	14	10	69.475815	Me
5	1	8	3	1	2	190	215	18	9	73.623672	Jim
5	1	8	3	1	3	213	208	36	18	0.000000	Mautray
3	1	8	4	0	0	170	232	179	12	-1	
4	1	8	4	1	0	170	232	179	12	-1	
5	1	8	4	1	1	170	232	20	9	69.043076	‘The
5	1	8	4	1	2	194	232	50	9	87.010223	American
5	1	8	4	1	3	248	232	46	9	77.618324	Tobacco
5	1	8	4	1	4	298	232	51	12	92.635910	Company
3	1	8	5	0	0	170	249	104	10	-1	
4	1	8	5	1	0	170	249	104	10	-1	
5	1	8	5	1	1	170	249	15	10	77.217316	Six
5	1	8	5	1	2	190	249	47	10	88.705406	Stamford
5	1	8	5	1	3	242	249	32	10	89.926819	Forum
3	1	8	6	0	0	170	267	83	9	-1	
