level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	762	1000	-1	
2	1	1	0	0	0	0	493	12	11	-1	
3	1	1	1	0	0	0	493	12	11	-1	
4	1	1	1	1	0	0	493	12	11	-1	
5	1	1	1	1	1	0	493	12	11	95.000000	 
2	1	2	0	0	0	230	28	248	34	-1	
3	1	2	1	0	0	230	28	248	34	-1	
4	1	2	1	1	0	230	28	248	34	-1	
5	1	2	1	1	1	230	28	21	34	23.566116	a)
5	1	2	1	1	2	459	32	19	20	38.005699	a)
2	1	3	0	0	0	69	52	368	10	-1	
3	1	3	1	0	0	69	52	368	10	-1	
4	1	3	1	1	0	69	52	368	10	-1	
5	1	3	1	1	1	69	52	23	8	72.254898	THE
5	1	3	1	1	2	101	52	57	8	6.337006	COUNCIL,
5	1	3	1	1	3	167	52	25	9	96.397087	FOR
5	1	3	1	1	4	201	52	57	9	92.646057	TOBACCO
5	1	3	1	1	5	267	52	129	10	71.907410	RESEARCH-U.S.A.,
5	1	3	1	1	6	407	52	30	9	90.570381	INC.
2	1	4	0	0	0	267	120	238	24	-1	
3	1	4	1	0	0	267	120	238	24	-1	
4	1	4	1	1	0	267	120	237	9	-1	
5	1	4	1	1	1	267	120	58	8	96.772400	SPECIAL
5	1	4	1	1	2	333	120	64	9	96.763435	PROJECTS
5	1	4	1	1	3	407	120	32	9	96.763435	FUND
5	1	4	1	1	4	448	120	56	9	88.661545	SUMMARY
4	1	4	1	2	0	274	133	231	11	-1	
5	1	4	1	2	1	270	125	63	28	52.604301	—AS_OF
5	1	4	1	2	2	340	125	66	28	82.444023	DECEMBER
5	1	4	1	2	3	414	125	69	28	41.089104	14,1987
5	1	4	1	2	4	489	125	19	28	54.120216	__
2	1	5	0	0	0	68	227	602	124	-1	
3	1	5	1	0	0	68	227	467	13	-1	
4	1	5	1	1	0	68	227	467	13	-1	
5	1	5	1	1	1	68	228	32	9	96.370033	Fund
5	1	5	1	1	2	109	227	63	12	96.603653	Deficit,
5	1	5	1	1	3	184	228	66	10	96.057091	November
5	1	5	1	1	4	259	229	13	11	96.497276	1,
5	1	5	1	1	5	284	229	31	9	96.904053	1987
5	1	5	1	1	6	442	228	13	12	84.661034	($
5	1	5	1	1	7	473	228	62	12	79.390289	569,894)
3	1	5	2	0	0	69	269	591	13	-1	
4	1	5	2	1	0	69	269	591	13	-1	
5	1	5	2	1	1	69	269	64	12	95.383141	Projects
5	1	5	2	1	2	142	269	83	10	88.872879	Authorized
5	1	5	2	1	3	235	269	14	10	94.141281	in
5	1	5	2	1	4	259	269	48	10	96.836723	Fiscal
5	1	5	2	1	5	317	270	31	10	87.729477	1988
5	1	5	2	1	6	442	269	13	12	38.818378	«6
5	1	5	2	1	7	522	270	13	11	63.687176	0)
5	1	5	2	1	8	566	269	94	13	54.017429	($569,894)
3	1	5	3	0	0	69	310	601	41	-1	
4	1	5	3	1	0	69	310	586	12	-1	
5	1	5	3	1	1	69	310	37	10	84.516037	Less:
5	1	5	3	1	2	126	310	107	10	96.299683	Contributions
5	1	5	3	1	3	242	310	66	10	92.002411	Received
5	1	5	3	1	4	317	311	6	9	92.002411	&
5	1	5	3	1	5	332	310	58	12	95.817032	Applied
5	1	5	3	1	6	563	310	92	12	37.864990	so
4	1	5	3	2	0	300	337	370	14	-1	
5	1	5	3	2	1	300	338	24	9	91.321175	Net
5	1	5	3	2	2	333	337	56	10	91.321175	Deficit
5	1	5	3	2	3	559	328	70	32	0.000000	{s_569,
5	1	5	3	2	4	631	328	39	32	22.924683	996)"
2	1	6	0	0	0	259	515	194	11	-1	
3	1	6	1	0	0	259	515	194	11	-1	
4	1	6	1	1	0	259	515	194	11	-1	
5	1	6	1	1	1	259	515	97	11	70.432037	*Represented
5	1	6	1	1	2	366	517	14	7	96.184654	as
5	1	6	1	1	3	391	515	62	10	96.184654	follows:
2	1	7	0	0	0	266	555	335	97	-1	
3	1	7	1	0	0	266	555	335	97	-1	
4	1	7	1	1	0	266	555	335	13	-1	
5	1	7	1	1	1	266	557	82	11	91.813911	Unexpended
5	1	7	1	1	2	356	555	115	13	47.821922	Appropriations
5	1	7	1	1	3	508	556	12	12	45.566463	 ($
5	1	7	1	1	4	539	557	62	11	86.578300	630,204)
4	1	7	1	2	0	266	597	328	11	-1	
5	1	7	1	2	1	266	598	33	9	95.334694	cash
5	1	7	1	2	2	309	597	14	10	96.701897	in
5	1	7	1	2	3	332	598	32	9	96.061470	Bank
5	1	7	1	2	4	547	599	47	9	94.724213	60,310
4	1	7	1	3	0	507	639	87	13	-1	
5	1	7	1	3	1	507	639	13	13	0.000000	(S_
5	1	7	1	3	2	538	640	56	12	0.000000	569,894
2	1	8	0	0	0	521	887	111	17	-1	
3	1	8	1	0	0	521	887	111	17	-1	
4	1	8	1	1	0	521	887	111	17	-1	
5	1	8	1	1	1	521	887	111	17	82.940041	682166736
