level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	762	1000	-1	
2	1	1	0	0	0	0	0	712	73	-1	
3	1	1	1	0	0	0	0	712	73	-1	
4	1	1	1	1	0	0	0	712	73	-1	
5	1	1	1	1	1	0	0	712	73	95.000000	 
2	1	2	0	0	0	89	77	511	18	-1	
3	1	2	1	0	0	89	77	511	18	-1	
4	1	2	1	1	0	89	77	511	18	-1	
5	1	2	1	1	1	89	77	228	15	91.304367	BRITISH-AMERICAN
5	1	2	1	1	2	324	79	107	15	96.147362	TOBACCO
5	1	2	1	1	3	438	80	113	14	96.299919	COMPANY
5	1	2	1	1	4	558	81	42	14	96.636292	LTD
2	1	3	0	0	0	75	144	258	13	-1	
3	1	3	1	0	0	75	144	258	13	-1	
4	1	3	1	1	0	75	144	258	13	-1	
5	1	3	1	1	1	75	144	34	9	88.111679	Brown
5	1	3	1	1	2	116	144	7	9	88.111679	&
5	1	3	1	1	3	129	144	66	9	18.175362	Williamson
5	1	3	1	1	4	202	145	46	9	88.820297	Tobacco
5	1	3	1	1	5	256	146	77	11	80.322128	Corporation,
2	1	4	0	0	0	75	164	71	9	-1	
3	1	4	1	0	0	75	164	71	9	-1	
4	1	4	1	1	0	75	164	71	9	-1	
5	1	4	1	1	1	75	164	71	9	33.202431	LovIsvILLE.
2	1	5	0	0	0	56	216	84	11	-1	
3	1	5	1	0	0	56	216	84	11	-1	
4	1	5	1	1	0	56	216	84	11	-1	
5	1	5	1	1	1	56	216	47	10	15.180092	CREDIT
5	1	5	1	1	2	106	218	34	9	15.180092	NOTE
2	1	6	0	0	0	434	109	142	23	-1	
3	1	6	1	0	0	434	109	142	23	-1	
4	1	6	1	1	0	434	109	142	11	-1	
5	1	6	1	1	1	434	109	14	8	59.003471	PO
5	1	6	1	1	2	451	109	34	11	35.800827	Box482
5	1	6	1	1	3	490	99	56	28	85.464912	Westminster
5	1	6	1	1	4	551	110	25	8	82.925385	House
4	1	6	1	2	0	434	120	136	12	-1	
5	1	6	1	2	1	434	120	48	10	0.927841	‘Millbank
5	1	6	1	2	2	488	111	33	28	93.287277	London
5	1	6	1	2	3	525	121	26	8	0.000000	SW:P
5	1	6	1	2	4	554	121	16	11	66.383736	3JE
2	1	7	0	0	0	434	138	176	67	-1	
3	1	7	1	0	0	434	138	176	67	-1	
4	1	7	1	1	0	434	138	176	11	-1	
5	1	7	1	1	1	434	138	47	10	51.103157	‘Telephone:
5	1	7	1	1	2	488	140	29	6	51.103157	or-222
5	1	7	1	1	3	521	128	19	28	75.491005	1229
5	1	7	1	1	4	545	138	65	11	9.744339	Telex:27384)5
4	1	7	1	2	0	434	149	151	10	-1	
5	1	7	1	2	1	430	139	54	28	83.867096	‘Telegrams:
5	1	7	1	2	2	490	139	40	28	0.000000	Vehicular
5	1	7	1	2	3	533	150	34	8	90.728432	Landon
5	1	7	1	2	4	570	150	15	8	57.441219	SW
4	1	7	1	3	0	434	175	118	11	-1	
5	1	7	1	3	1	434	175	23	8	54.776321	VAT
5	1	7	1	3	2	460	175	17	11	84.350067	Reg.
5	1	7	1	3	3	482	175	34	11	85.756401	No.239
5	1	7	1	3	4	519	176	20	10	73.815567	1369
5	1	7	1	3	5	542	178	10	8	73.815567	50
4	1	7	1	4	0	434	196	64	9	-1	
5	1	7	1	4	1	434	196	64	9	58.369259	INVOICE
5	1	7	1	4	2	483	185	20	28	58.369259	No.
2	1	8	0	0	0	434	217	205	16	-1	
3	1	8	1	0	0	434	217	205	16	-1	
4	1	8	1	1	0	434	217	205	16	-1	
5	1	8	1	1	1	434	217	83	10	0.000000	DATE(T=xPeint)
5	1	8	1	1	2	534	222	25	9	23.978775	345e
5	1	8	1	1	3	566	223	39	10	68.945267	Auguat
5	1	8	1	1	4	614	223	25	9	93.094452	1984
2	1	9	0	0	0	22	233	642	9	-1	
3	1	9	1	0	0	22	233	642	9	-1	
4	1	9	1	1	0	22	233	642	9	-1	
5	1	9	1	1	1	22	233	642	9	95.000000	 
2	1	10	0	0	0	22	233	642	9	-1	
3	1	10	1	0	0	22	233	642	9	-1	
4	1	10	1	1	0	22	233	642	9	-1	
5	1	10	1	1	1	22	233	642	9	95.000000	 
2	1	11	0	0	0	22	234	642	9	-1	
3	1	11	1	0	0	22	234	642	9	-1	
4	1	11	1	1	0	22	234	642	9	-1	
5	1	11	1	1	1	22	234	642	9	95.000000	 
2	1	12	0	0	0	109	238	8	684	-1	
3	1	12	1	0	0	109	238	8	684	-1	
4	1	12	1	1	0	109	238	8	684	-1	
5	1	12	1	1	1	109	238	8	684	95.000000	 
2	1	13	0	0	0	134	239	12	683	-1	
3	1	13	1	0	0	134	239	12	683	-1	
4	1	13	1	1	0	134	239	12	683	-1	
5	1	13	1	1	1	134	239	12	683	95.000000	 
2	1	14	0	0	0	134	239	12	683	-1	
3	1	14	1	0	0	134	239	12	683	-1	
4	1	14	1	1	0	134	239	12	683	-1	
5	1	14	1	1	1	134	239	12	683	95.000000	 
2	1	15	0	0	0	134	239	12	683	-1	
3	1	15	1	0	0	134	239	12	683	-1	
4	1	15	1	1	0	134	239	12	683	-1	
5	1	15	1	1	1	134	239	12	683	95.000000	 
2	1	16	0	0	0	136	239	8	683	-1	
3	1	16	1	0	0	136	239	8	683	-1	
4	1	16	1	1	0	136	239	8	683	-1	
5	1	16	1	1	1	136	239	8	683	95.000000	 
2	1	17	0	0	0	136	239	9	683	-1	
3	1	17	1	0	0	136	239	9	683	-1	
4	1	17	1	1	0	136	239	9	683	-1	
5	1	17	1	1	1	136	239	9	683	95.000000	 
2	1	18	0	0	0	136	239	10	684	-1	
3	1	18	1	0	0	136	239	10	684	-1	
4	1	18	1	1	0	136	239	10	684	-1	
5	1	18	1	1	1	136	239	10	684	95.000000	 
2	1	19	0	0	0	161	292	296	33	-1	
3	1	19	1	0	0	161	292	296	33	-1	
4	1	19	1	1	0	161	292	296	12	-1	
5	1	19	1	1	1	161	292	12	11	94.798141	By
5	1	19	1	1	2	181	294	39	7	78.721481	amount
5	1	19	1	1	3	228	293	52	9	94.176613	received
5	1	19	1	1	4	288	293	18	9	94.814171	for
