level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	772	1000	-1	
2	1	1	0	0	0	27	15	122	19	-1	
3	1	1	1	0	0	27	15	122	19	-1	
4	1	1	1	1	0	27	15	122	19	-1	
5	1	1	1	1	1	27	16	19	18	95.000000	 
5	1	1	1	1	2	107	15	42	11	95.000000	 
2	1	2	0	0	0	49	31	148	42	-1	
3	1	2	1	0	0	49	31	148	42	-1	
4	1	2	1	1	0	49	31	23	8	-1	
5	1	2	1	1	1	49	31	23	8	31.229012	Se
4	1	2	1	2	0	51	40	146	12	-1	
5	1	2	1	2	1	51	41	31	8	31.955627	Fin
5	1	2	1	2	2	93	40	56	9	90.060074	account
5	1	2	1	2	3	159	41	38	11	57.291664	with,
4	1	2	1	3	0	78	59	102	14	-1	
5	1	2	1	3	1	78	61	48	12	95.475021	(Debit
5	1	2	1	3	2	138	59	42	14	95.816368	Note)
2	1	3	0	0	0	168	27	4	6	-1	
3	1	3	1	0	0	168	27	4	6	-1	
4	1	3	1	1	0	168	27	4	6	-1	
5	1	3	1	1	1	168	27	4	6	95.000000	 
2	1	4	0	0	0	238	0	519	77	-1	
3	1	4	1	0	0	238	0	519	77	-1	
4	1	4	1	1	0	238	0	519	77	-1	
5	1	4	1	1	1	238	0	519	77	95.000000	 
2	1	5	0	0	0	131	81	585	108	-1	
3	1	5	1	0	0	131	81	585	108	-1	
4	1	5	1	1	0	271	81	147	23	-1	
5	1	5	1	1	1	271	81	84	23	88.846550	Mitches
5	1	5	1	1	2	363	83	20	17	90.306419	&
5	1	5	1	1	3	391	81	27	19	96.255783	Co.
4	1	5	1	2	0	212	111	456	23	-1	
5	1	5	1	2	1	212	114	54	15	96.410896	Patent
5	1	5	1	2	2	273	113	28	15	91.299431	and
5	1	5	1	2	3	309	112	47	15	91.299431	Trade
5	1	5	1	2	4	364	111	50	17	64.450470	Mark
5	1	5	1	2	5	421	111	59	21	90.988518	Agents
5	1	5	1	2	6	522	120	68	11	90.419914	Novenber
5	1	5	1	2	7	601	121	23	13	96.443169	11,
5	1	5	1	2	8	636	121	32	11	94.474960	1977
4	1	5	1	3	0	131	140	585	29	-1	
5	1	5	1	3	1	131	146	23	11	0.000000	10:”
5	1	5	1	3	2	174	147	42	10	90.221840	Brown
5	1	5	1	3	3	227	147	6	12	90.221840	§
5	1	5	1	3	4	243	146	87	12	93.643929	Williamson
5	1	5	1	3	5	340	148	59	11	94.482437	Tobacco
5	1	5	1	3	6	539	140	11	29	21.183876	as
5	1	5	1	3	7	710	146	6	5	58.927383	.
4	1	5	1	4	0	192	161	94	14	-1	
5	1	5	1	4	1	192	161	94	14	95.011284	Corporation.
4	1	5	1	5	0	174	175	322	14	-1	
5	1	5	1	5	1	174	175	33	11	96.420586	1600
5	1	5	1	5	2	216	176	35	12	82.805618	West
5	1	5	1	5	3	257	166	43	31	75.170609	‘Hill.
5	1	5	1	5	4	305	176	51	11	93.985916	Street
5	1	5	1	5	5	466	178	30	11	11.265785	me
2	1	6	0	0	0	173	190	225	29	-1	
3	1	6	1	0	0	173	190	225	29	-1	
4	1	6	1	1	0	173	190	135	11	-1	
5	1	6	1	1	1	173	190	32	11	46.050968	P.O,
5	1	6	1	1	2	217	190	26	11	95.457108	Box
5	1	6	1	1	3	252	190	56	11	19.037170	539
4	1	6	1	2	0	174	204	224	15	-1	
5	1	6	1	2	1	174	204	93	14	94.482872	Louisville,
5	1	6	1	2	2	278	205	69	14	96.831398	Kentucky
5	1	6	1	2	3	357	205	41	12	96.831398	40201
2	1	7	0	0	0	23	213	729	13	-1	
3	1	7	1	0	0	23	213	729	13	-1	
4	1	7	1	1	0	23	213	729	13	-1	
5	1	7	1	1	1	23	213	729	13	95.000000	 
2	1	8	0	0	0	23	218	729	12	-1	
3	1	8	1	0	0	23	218	729	12	-1	
4	1	8	1	1	0	23	218	729	12	-1	
5	1	8	1	1	1	23	218	729	12	95.000000	 
2	1	9	0	0	0	130	255	622	73	-1	
3	1	9	1	0	0	130	255	277	14	-1	
4	1	9	1	1	0	130	255	277	14	-1	
5	1	9	1	1	1	130	256	22	11	84.923172	Re:
5	1	9	1	1	2	172	256	51	11	84.578575	Patent
5	1	9	1	1	3	233	256	96	13	93.299576	Application
5	1	9	1	1	4	339	260	5	3	92.058128	-
5	1	9	1	1	5	356	255	51	11	96.742668	Canada
3	1	9	2	0	0	172	268	580	13	-1	
4	1	9	2	1	0	172	268	580	13	-1	
5	1	9	2	1	1	172	270	42	11	96.347610	Title
5	1	9	2	1	2	271	273	3	8	16.316208	:
5	1	9	2	1	3	295	270	60	10	95.195282	TOBACCO
5	1	9	2	1	4	365	270	84	10	92.120338	SUBSTITUTE
